region	chr	midPos	Nsites
(939,985)(208412,208528)(200000,250000)	JASDQU010737784.1	225000	48	0.088506
(141,1673)(53981,78478)(50000,100000)	JASDQU010737786.1	75000	1534	0.292163
(1674,1945)(183063,183431)(150000,200000)	JASDQU010737786.1	175000	273	0.030406
(2469,2854)(100000,141881)(100000,150000)	JASDQU010737787.1	125000	387	0.038374
(2855,3299)(173796,174253)(150000,200000)	JASDQU010737787.1	175000	446	0.466307
(551,1622)(59101,78448)(50000,100000)	JASDQU010737802.1	75000	1073	0.111578
(1623,2093)(217297,217819)(200000,250000)	JASDQU010737802.1	225000	472	0.011720
(102,257)(331730,331900)(300000,350000)	JASDQU010737803.1	325000	157	0.031206
(316,969)(78092,78749)(50000,100000)	JASDQU010737809.1	75000	655	0.256899
(6,13)(121394,121404)(100000,150000)	JASDQU010737819.1	125000	9	0.058407
(206,3231)(181004,186230)(150000,200000)	JASDQU010737824.1	175000	3027	0.470540
(2071,2418)(171121,171594)(150000,200000)	JASDQU010737827.1	175000	349	0.030959
(975,1072)(110024,110122)(100000,150000)	JASDQU010737828.1	125000	99	0.038350
(1927,2416)(159374,159942)(150000,200000)	JASDQU010737838.1	175000	491	0.427849
(202,1447)(116591,117883)(100000,150000)	JASDQU010737839.1	125000	1247	0.264669
(78,3177)(123906,127249)(100000,150000)	JASDQU010737840.1	125000	3101	0.514482
(950,1094)(108998,109156)(100000,150000)	JASDQU010737845.1	125000	146	0.132480
(107,206)(242619,242720)(200000,250000)	JASDQU010737871.1	225000	101	0.412761
(1248,1639)(268764,269172)(250000,300000)	JASDQU010737873.1	275000	393	0.323876
(1640,2635)(389881,390900)(350000,400000)	JASDQU010737873.1	375000	997	0.031442
(2636,3245)(545095,545722)(500000,550000)	JASDQU010737873.1	525000	611	0.024534
(140,1673)(300743,302391)(300000,350000)	JASDQU010737874.1	325000	1535	0.223265
(388,520)(144436,144570)(100000,150000)	JASDQU010737875.1	125000	134	0.222588
(563,1277)(171047,172027)(150000,200000)	JASDQU010737890.1	175000	716	0.608805
(887,1308)(177807,178259)(150000,200000)	JASDQU010737898.1	175000	423	0.794433
(124,244)(144801,145155)(100000,150000)	JASDQU010737912.1	125000	122	0.068557
(698,1256)(367419,367977)(350000,400000)	JASDQU010737927.1	375000	560	0.019821
(1257,5978)(423510,428958)(400000,450000)	JASDQU010737927.1	425000	4723	0.333888
(5979,6381)(538508,542571)(500000,550000)	JASDQU010737927.1	525000	404	0.054394
(6382,9002)(554821,589603)(550000,600000)	JASDQU010737927.1	575000	2622	0.358026
(2169,3167)(361512,362516)(350000,400000)	JASDQU010737929.1	375000	1000	0.484977
(982,1945)(106769,141494)(100000,150000)	JASDQU010737947.1	125000	965	0.027573
(1946,2195)(215396,215799)(200000,250000)	JASDQU010737947.1	225000	251	0.081436
(362,585)(223878,224101)(200000,250000)	JASDQU010737959.1	225000	225	0.307811
(131,263)(258483,258628)(250000,300000)	JASDQU010737965.1	275000	134	0.038421
(200,1784)(63605,66391)(50000,100000)	JASDQU010737972.1	75000	1586	0.547440
(358,627)(59490,59781)(50000,100000)	JASDQU010737979.1	75000	271	0.294308
(628,7086)(262524,273240)(250000,300000)	JASDQU010737979.1	275000	6460	0.477717
(1634,2294)(375957,376661)(350000,400000)	JASDQU010738002.1	375000	662	0.526135
(176,997)(119009,120036)(100000,150000)	JASDQU010738011.1	125000	823	0.520132
(1537,1818)(125856,126200)(100000,150000)	JASDQU010738020.1	125000	283	0.063796
(1819,2293)(220945,221696)(200000,250000)	JASDQU010738020.1	225000	476	0.127416
(2294,5878)(261109,299769)(250000,300000)	JASDQU010738020.1	275000	3586	0.175821
(5879,6077)(302842,303088)(300000,350000)	JASDQU010738020.1	325000	200	0.100083
(6078,7400)(448499,449999)(400000,450000)	JASDQU010738020.1	425000	1324	0.453594
(7401,11222)(450000,499886)(450000,500000)	JASDQU010738020.1	475000	3823	0.186765
(11223,11610)(557589,558011)(550000,600000)	JASDQU010738020.1	575000	389	0.597793
(95,190)(244450,244679)(200000,250000)	JASDQU010738023.1	225000	97	0.187085
(552,1330)(72746,73532)(50000,100000)	JASDQU010738024.1	75000	780	0.069250
(1331,1344)(120203,120216)(100000,150000)	JASDQU010738024.1	125000	15	0.420574
(1345,1685)(169705,184754)(150000,200000)	JASDQU010738024.1	175000	342	0.079745
(1686,1849)(239704,239918)(200000,250000)	JASDQU010738024.1	225000	165	0.045886
(750,1158)(167983,168404)(150000,200000)	JASDQU010738029.1	175000	410	0.557449
(3483,4066)(160779,162426)(150000,200000)	JASDQU010738043.1	175000	585	-0.009396
(176,228)(153176,153239)(150000,200000)	JASDQU010738054.1	175000	54	0.172408
(973,994)(92038,92067)(50000,100000)	JASDQU010738067.1	75000	23	0.033980
(1957,2176)(82141,82389)(50000,100000)	JASDQU010738077.1	75000	221	0.838015
(42,1438)(64985,66385)(50000,100000)	JASDQU010738083.1	75000	1398	0.717625
(172,1008)(123898,124750)(100000,150000)	JASDQU010738101.1	125000	838	0.717349
(495,550)(120323,120378)(100000,150000)	JASDQU010738106.1	125000	57	0.046523
(160,1202)(111762,135862)(100000,150000)	JASDQU010738124.1	125000	1044	0.383060
(1203,1305)(199897,199999)(150000,200000)	JASDQU010738124.1	175000	104	0.083057
(392,745)(67392,67830)(50000,100000)	JASDQU010738135.1	75000	355	0.951778
(1,117)(66789,66911)(50000,100000)	JASDQU010738139.1	75000	118	0.093245
(264,624)(130306,132076)(100000,150000)	JASDQU010738164.1	125000	362	0.022069
(3672,4270)(126144,126806)(100000,150000)	JASDQU010738174.1	125000	600	0.537397
(38,54)(151804,151835)(150000,200000)	JASDQU010738195.1	175000	18	0.114848
(909,2235)(118499,136631)(100000,150000)	JASDQU010738209.1	125000	1328	0.109811
(2560,2749)(77429,77708)(50000,100000)	JASDQU010738217.1	75000	191	0.086687
(92,134)(218337,218439)(200000,250000)	JASDQU010738233.1	225000	44	0.092464
(601,1607)(398989,399999)(350000,400000)	JASDQU010738280.1	375000	1008	0.779866
(1407,2137)(226221,227130)(200000,250000)	JASDQU010738349.1	225000	732	-0.023883
(2138,2604)(309053,309701)(300000,350000)	JASDQU010738349.1	325000	468	0.171110
(515,649)(184022,184160)(150000,200000)	JASDQU010738355.1	175000	136	0.005911
(3133,3555)(194449,195329)(150000,200000)	JASDQU010738364.1	175000	424	0.783941
(461,574)(55239,55359)(50000,100000)	JASDQU010738369.1	75000	115	0.102554
(882,888)(55734,55741)(50000,100000)	JASDQU010738373.1	75000	8	0.048546
(1093,1640)(156010,159365)(150000,200000)	JASDQU010738374.1	175000	549	0.023406
(3507,3562)(79360,79447)(50000,100000)	JASDQU010738377.1	75000	57	-0.009012
(1224,2080)(427210,428119)(400000,450000)	JASDQU010738398.1	425000	858	0.873873
(498,1710)(66264,89541)(50000,100000)	JASDQU010738410.1	75000	1214	0.179083
(22,367)(100000,100378)(100000,150000)	JASDQU010738414.1	125000	347	0.479503
(368,401)(99490,99533)(50000,100000)	JASDQU010738416.1	75000	35	0.106786
(128,730)(158794,169880)(150000,200000)	JASDQU010738437.1	175000	604	0.077312
(659,1353)(157520,158233)(150000,200000)	JASDQU010738455.1	175000	696	0.045828
(2056,2743)(167575,168307)(150000,200000)	JASDQU010738461.1	175000	689	0.285988
(2174,3140)(211465,212437)(200000,250000)	JASDQU010738466.1	225000	968	0.282015
(1529,1990)(64219,64688)(50000,100000)	JASDQU010738467.1	75000	463	0.076881
(1991,2021)(143202,143245)(100000,150000)	JASDQU010738467.1	125000	32	0.005961
(618,1608)(190682,198453)(150000,200000)	JASDQU010738479.1	175000	992	0.190211
(4607,5600)(56902,57915)(50000,100000)	JASDQU010738480.1	75000	995	0.633341
(336,414)(213643,213723)(200000,250000)	JASDQU010738489.1	225000	80	0.028092
(415,697)(699716,699999)(650000,700000)	JASDQU010738489.1	675000	284	0.078399
(698,1317)(700000,700620)(700000,750000)	JASDQU010738489.1	725000	621	0.656318
(84,636)(50560,64343)(50000,100000)	JASDQU010738493.1	75000	554	0.114209
(901,2818)(200938,246839)(200000,250000)	JASDQU010738510.1	225000	1919	0.457314
(8,222)(300428,326947)(300000,350000)	JASDQU010738529.1	325000	216	0.062363
(223,228)(387584,387591)(350000,400000)	JASDQU010738529.1	375000	7	0.068879
(1907,2056)(186880,187042)(150000,200000)	JASDQU010738533.1	175000	151	0.071366
(1021,1257)(99488,99770)(50000,100000)	JASDQU010738540.1	75000	238	0.263395
(29,162)(89375,89509)(50000,100000)	JASDQU010738613.1	75000	135	-0.003730
(413,490)(206618,206700)(200000,250000)	JASDQU010738625.1	225000	79	0.047625
(2332,3071)(217594,218336)(200000,250000)	JASDQU010738640.1	225000	741	0.025451
(3072,4284)(251638,281008)(250000,300000)	JASDQU010738640.1	275000	1214	0.120510
(184,818)(217102,219485)(200000,250000)	JASDQU010738643.1	225000	636	0.003899
(819,1730)(604716,607816)(600000,650000)	JASDQU010738643.1	625000	913	0.286021
(1731,1782)(696240,696297)(650000,700000)	JASDQU010738643.1	675000	53	0.157873
(2,148)(55118,55267)(50000,100000)	JASDQU010738646.1	75000	148	0.098873
(105,352)(236305,236552)(200000,250000)	JASDQU010738687.1	225000	249	0.048648
(674,1058)(118794,129096)(100000,150000)	JASDQU010738697.1	125000	386	0.221351
(299,1314)(196245,197589)(150000,200000)	JASDQU010738702.1	175000	1017	0.211137
(132,2841)(100794,107868)(100000,150000)	JASDQU010738704.1	125000	2711	0.260515
(2277,2531)(150006,150277)(150000,200000)	JASDQU010738706.1	175000	256	0.282208
(3533,4190)(176356,177180)(150000,200000)	JASDQU010738712.1	175000	659	0.008007
(4191,4952)(232639,233409)(200000,250000)	JASDQU010738712.1	225000	763	0.002990
(359,372)(118939,118995)(100000,150000)	JASDQU010738718.1	125000	15	0.044538
(373,1221)(170422,171353)(150000,200000)	JASDQU010738718.1	175000	850	0.526889
(375,383)(53628,66152)(50000,100000)	JASDQU010738720.1	75000	10	0.086363
(384,758)(118464,128820)(100000,150000)	JASDQU010738720.1	125000	376	0.427623
(759,1359)(218458,219067)(200000,250000)	JASDQU010738720.1	225000	602	0.207118
(1272,1629)(150072,150456)(150000,200000)	JASDQU010738721.1	175000	359	0.089042
(666,2634)(121645,136077)(100000,150000)	JASDQU010738731.1	125000	1970	0.084387
(290,541)(455519,460576)(450000,500000)	JASDQU010738732.1	475000	253	0.063928
(163,270)(87119,87718)(50000,100000)	JASDQU010738739.1	75000	109	0.065570
(271,296)(304295,304348)(300000,350000)	JASDQU010738739.1	325000	27	0.114700
(3674,3713)(50000,50040)(50000,100000)	JASDQU010738741.1	75000	41	0.047969
(1457,2315)(90092,90953)(50000,100000)	JASDQU010738754.1	75000	860	0.282686
(2815,3272)(160308,193333)(150000,200000)	JASDQU010738758.1	175000	459	0.116050
(293,761)(190941,191412)(150000,200000)	JASDQU010738761.1	175000	470	0.301212
(74,1045)(148466,149446)(100000,150000)	JASDQU010738785.1	125000	973	0.378064
(792,997)(192348,192590)(150000,200000)	JASDQU010738803.1	175000	207	0.038044
(998,1230)(252115,252388)(250000,300000)	JASDQU010738803.1	275000	234	0.656430
(1211,2027)(160369,161247)(150000,200000)	JASDQU010738806.1	175000	818	0.725532
(291,578)(253572,253938)(250000,300000)	JASDQU010738829.1	275000	289	0.185906
(579,1074)(301617,302239)(300000,350000)	JASDQU010738829.1	325000	497	0.603742
(1446,2141)(100951,101711)(100000,150000)	JASDQU010738833.1	125000	697	0.283457
(830,922)(126393,126515)(100000,150000)	JASDQU010738839.1	125000	94	0.039877
(365,639)(157843,158208)(150000,200000)	JASDQU010738844.1	175000	276	0.470911
(196,1868)(87139,96152)(50000,100000)	JASDQU010738847.1	75000	1674	0.175923
(4727,6014)(126305,127628)(100000,150000)	JASDQU010738852.1	125000	1289	0.683879
(10444,10943)(100000,100993)(100000,150000)	JASDQU010738858.1	125000	501	0.274027
(1141,1150)(50846,50861)(50000,100000)	JASDQU010738859.1	75000	11	0.065139
(1151,1173)(161030,167591)(150000,200000)	JASDQU010738859.1	175000	24	0.044844
(1185,1587)(304620,305067)(300000,350000)	JASDQU010738866.1	325000	404	0.026194
(246,703)(128898,129364)(100000,150000)	JASDQU010738869.1	125000	459	0.091750
(845,1086)(104896,105253)(100000,150000)	JASDQU010738870.1	125000	243	0.132824
(1271,1294)(133611,133647)(100000,150000)	JASDQU010738883.1	125000	25	0.428732
(1352,2044)(163022,163732)(150000,200000)	JASDQU010738891.1	175000	694	0.271886
(1372,1757)(82760,83167)(50000,100000)	JASDQU010738897.1	75000	387	0.279133
(1942,3386)(50000,51536)(50000,100000)	JASDQU010738908.1	75000	1446	0.071849
(155,176)(264662,264688)(250000,300000)	JASDQU010738918.1	275000	23	0.052153
(518,1332)(127244,128101)(100000,150000)	JASDQU010738936.1	125000	816	0.521151
(1333,1636)(250445,250880)(250000,300000)	JASDQU010738936.1	275000	305	0.076253
(1637,2625)(364217,376386)(350000,400000)	JASDQU010738936.1	375000	990	0.024761
(2626,2817)(476729,496464)(450000,500000)	JASDQU010738936.1	475000	193	0.051611
(291,300)(124208,124226)(100000,150000)	JASDQU010738956.1	125000	11	0.074839
(2441,2682)(120396,120658)(100000,150000)	JASDQU010738991.1	125000	243	0.497100
(2249,2568)(58167,88809)(50000,100000)	JASDQU010738994.1	75000	321	0.052091
(1127,1284)(112884,113043)(100000,150000)	JASDQU010738998.1	125000	159	0.059992
(3040,3179)(298824,299166)(250000,300000)	JASDQU010739005.1	275000	141	0.108141
(127,388)(194511,194877)(150000,200000)	JASDQU010739015.1	175000	263	0.152517
(389,776)(223217,245234)(200000,250000)	JASDQU010739015.1	225000	389	0.070315
(369,507)(73840,73987)(50000,100000)	JASDQU010739033.1	75000	140	0.244461
(508,1150)(159120,181108)(150000,200000)	JASDQU010739033.1	175000	644	0.099817
(1151,1423)(446297,446569)(400000,450000)	JASDQU010739033.1	425000	274	0.073294
(106,231)(65541,65674)(50000,100000)	JASDQU010739056.1	75000	127	0.227904
(988,1785)(293585,294467)(250000,300000)	JASDQU010739060.1	275000	799	0.201574
(176,299)(426270,426401)(400000,450000)	JASDQU010739087.1	425000	125	0.029859
(300,349)(458866,459701)(450000,500000)	JASDQU010739087.1	475000	51	0.035773
(166,1413)(101507,103391)(100000,150000)	JASDQU010739092.1	125000	1249	0.306793
(129,787)(109855,110533)(100000,150000)	JASDQU010739115.1	125000	660	0.139952
(788,1256)(153313,153791)(150000,200000)	JASDQU010739115.1	175000	470	0.279281
(295,488)(138171,138366)(100000,150000)	JASDQU010739129.1	125000	195	0.041818
(49,691)(363061,363762)(350000,400000)	JASDQU010739130.1	375000	644	0.497700
(154,755)(143134,144548)(100000,150000)	JASDQU010739139.1	125000	603	0.409209
(756,1436)(157011,180302)(150000,200000)	JASDQU010739139.1	175000	682	0.277456
(908,1483)(181644,182249)(150000,200000)	JASDQU010739140.1	175000	577	0.100210
(803,963)(95770,95931)(50000,100000)	JASDQU010739153.1	75000	162	0.007996
(3442,8406)(356651,363350)(350000,400000)	JASDQU010739154.1	375000	4966	0.291848
(126,1904)(153542,155328)(150000,200000)	JASDQU010739180.1	175000	1780	0.664771
(1905,2164)(322552,323032)(300000,350000)	JASDQU010739180.1	325000	261	0.380988
(442,971)(69028,69561)(50000,100000)	JASDQU010739182.1	75000	531	0.537549
(177,798)(229062,229702)(200000,250000)	JASDQU010739185.1	225000	623	0.305314
(146,337)(114249,114448)(100000,150000)	JASDQU010739189.1	125000	193	0.615679
(23,279)(105489,119089)(100000,150000)	JASDQU010739191.1	125000	258	0.078600
(280,751)(198024,198514)(150000,200000)	JASDQU010739191.1	175000	473	0.090791
(525,1747)(122031,123255)(100000,150000)	JASDQU010739195.1	125000	1224	0.364381
(1748,1936)(173019,173214)(150000,200000)	JASDQU010739195.1	175000	190	0.208692
(59,1794)(67903,69838)(50000,100000)	JASDQU010739198.1	75000	1737	0.042626
(477,891)(399576,399999)(350000,400000)	JASDQU010739207.1	375000	416	0.401222
(892,1071)(400000,400181)(400000,450000)	JASDQU010739207.1	425000	181	0.678366
(8,229)(178354,178660)(150000,200000)	JASDQU010739218.1	175000	223	0.132678
(581,849)(118357,118776)(100000,150000)	JASDQU010739234.1	125000	270	0.766569
(92,1270)(111782,112973)(100000,150000)	JASDQU010739238.1	125000	1180	0.467908
(1271,1298)(171237,171361)(150000,200000)	JASDQU010739238.1	175000	29	0.112762
(198,413)(297755,297975)(250000,300000)	JASDQU010739270.1	275000	217	0.051257
(1704,2024)(272092,272435)(250000,300000)	JASDQU010739276.1	275000	322	0.008215
(2025,2513)(327259,346940)(300000,350000)	JASDQU010739276.1	325000	490	0.027029
(2514,3094)(391857,392444)(350000,400000)	JASDQU010739276.1	375000	582	0.312751
(2411,2441)(86928,86960)(50000,100000)	JASDQU010739280.1	75000	32	0.068538
(152,530)(93571,93956)(50000,100000)	JASDQU010739288.1	75000	380	0.056726
(3497,3918)(66603,67029)(50000,100000)	JASDQU010739299.1	75000	423	0.867207
(149,784)(175936,176624)(150000,200000)	JASDQU010739310.1	175000	637	0.260310
(785,827)(233457,233516)(200000,250000)	JASDQU010739310.1	225000	44	0.132289
(1155,4482)(125369,131681)(100000,150000)	JASDQU010739345.1	125000	3329	0.570607
(3743,3852)(206131,206633)(200000,250000)	JASDQU010739371.1	225000	111	0.063485
(1509,2801)(175456,176958)(150000,200000)	JASDQU010739382.1	175000	1294	0.391022
(2802,5190)(274927,277538)(250000,300000)	JASDQU010739382.1	275000	2390	0.538995
(143,376)(135655,135900)(100000,150000)	JASDQU010739402.1	125000	235	0.010349
(377,1603)(379507,399999)(350000,400000)	JASDQU010739402.1	375000	1228	0.146701
(762,1934)(162978,169347)(150000,200000)	JASDQU010739405.1	175000	1174	0.176166
(105,3315)(284316,288029)(250000,300000)	JASDQU010739409.1	275000	3212	0.332883
(1044,2580)(107051,110368)(100000,150000)	JASDQU010739431.1	125000	1538	0.444128
(116,2750)(54209,98328)(50000,100000)	JASDQU010739446.1	75000	2636	0.145710
(1335,1639)(233045,233370)(200000,250000)	JASDQU010739495.1	225000	306	0.317129
(1528,2949)(219583,221040)(200000,250000)	JASDQU010739497.1	225000	1423	0.047756
(250,557)(50000,99999)(50000,100000)	JASDQU010739499.1	75000	309	0.271303
(558,1335)(100000,101059)(100000,150000)	JASDQU010739499.1	125000	779	0.101307
(313,1722)(105188,106597)(100000,150000)	JASDQU010739514.1	125000	1411	0.514884
(416,1987)(264490,267272)(250000,300000)	JASDQU010739533.1	275000	1573	0.273571
(57,134)(117564,117801)(100000,150000)	JASDQU010739575.1	125000	79	0.040472
(2412,4369)(58755,62201)(50000,100000)	JASDQU010739582.1	75000	1959	0.282154
(1778,2737)(171609,172621)(150000,200000)	JASDQU010739664.1	175000	961	0.141775
(424,706)(112205,113097)(100000,150000)	JASDQU010739669.1	125000	284	0.166740
(1090,1269)(192827,193015)(150000,200000)	JASDQU010739673.1	175000	181	0.047408
(1270,2657)(236180,237568)(200000,250000)	JASDQU010739673.1	225000	1389	0.114659
(457,1371)(120786,135817)(100000,150000)	JASDQU010739692.1	125000	916	0.018469
(632,1215)(210079,210840)(200000,250000)	JASDQU010739697.1	225000	585	0.024788
(2286,6686)(208384,224302)(200000,250000)	JASDQU010739700.1	225000	4402	0.862461
(6687,7895)(261562,263244)(250000,300000)	JASDQU010739700.1	275000	1210	0.869163
(1425,2084)(116488,117148)(100000,150000)	JASDQU010739703.1	125000	661	0.476582
(1381,1980)(198785,199439)(150000,200000)	JASDQU010739706.1	175000	601	0.214052
(3087,3164)(90928,91062)(50000,100000)	JASDQU010739737.1	75000	79	0.178839
(297,523)(183467,183701)(150000,200000)	JASDQU010739743.1	175000	228	0.023376
(524,795)(200673,201886)(200000,250000)	JASDQU010739743.1	225000	273	0.024773
(796,1140)(313542,313988)(300000,350000)	JASDQU010739743.1	325000	346	0.111686
(2040,6109)(200059,237614)(200000,250000)	JASDQU010739752.1	225000	4071	0.543544
(6110,7011)(288381,289318)(250000,300000)	JASDQU010739752.1	275000	903	0.440179
(1446,3317)(52114,53986)(50000,100000)	JASDQU010739759.1	75000	1873	0.381103
(3562,4319)(211219,212538)(200000,250000)	JASDQU010739773.1	225000	759	0.423575
(1100,10099)(68091,95221)(50000,100000)	JASDQU010739779.1	75000	9001	0.800843
(10100,10362)(163818,164080)(150000,200000)	JASDQU010739779.1	175000	264	0.347534
(304,3520)(115853,124397)(100000,150000)	JASDQU010739789.1	125000	3218	0.254994
(2500,2826)(214821,215242)(200000,250000)	JASDQU010739797.1	225000	328	-0.007993
(5,94)(55993,56184)(50000,100000)	JASDQU010739802.1	75000	91	0.097060
